CommitmentID,CommitmentDate,FinancialYear,PurchaseRequisitionReference,PurchaseOrderReference,ProgrammeCode,DirectorateCode,CostCentreCode,RegionCode,ActivityCode,VoteCode,FundSourceCode,SupplierCategory,CommitmentAmount,AmountInvoiced,AmountPaid,OutstandingCommitment,ExpectedDeliveryDate,CommitmentStatus,DaysOutstanding,ResponsibleRole,RiskRating
CMT-001019,2026-05-19,FY2025/2026,PR-780543,PO-882825,PRG-12,DIR-12,CC-025,RG-04,ACT-028,V-4110,FS-01,Utilities,2923000,2923000,2611000,312000,2026-10-15,Partially Paid,12,Project Manager,Low
CMT-001020,2025-10-24,FY2025/2026,PR-956011,PO-384947,PRG-01,DIR-01,CC-001,RG-01,ACT-002,V-2120,FS-03,Utilities,1231000,0,0,1231000,2026-04-09,Overdue,219,Project Manager,Critical
CMT-001021,2025-11-08,FY2025/2026,PR-788403,PO-812244,PRG-08,DIR-08,CC-008,RG-01,ACT-019,V-2330,FS-04,Utilities,1481000,1481000,533000,948000,2026-02-02,Partially Paid,204,Cost Centre Manager,Critical
CMT-001022,2025-11-04,FY2025/2026,PR-887343,PO-786568,PRG-07,DIR-07,CC-007,RG-01,ACT-017,V-2212,FS-01,Equipment,2643000,0,0,2643000,2026-02-07,Overdue,208,Project Manager,Critical
CMT-001023,2025-12-19,FY2025/2026,PR-572340,PO-598582,PRG-13,DIR-13,CC-013,RG-01,ACT-030,V-2420,FS-01,Travel and Accommodation,3450000,3450000,3011000,439000,2026-04-07,Partially Paid,163,Project Manager,High
CMT-001024,2026-03-24,FY2025/2026,PR-538454,PO-549301,PRG-07,DIR-07,CC-007,RG-01,ACT-018,V-2460,FS-01,Training,1298000,1157000,533000,765000,2026-05-10,Partially Paid,68,Project Manager,Medium
CMT-001025,2025-09-24,FY2025/2026,PR-428385,PO-260768,PRG-12,DIR-12,CC-027,RG-03,ACT-028,V-2380,FS-03,Printing and Stationery,1239000,0,0,1239000,2025-12-15,Overdue,249,Procurement Officer,Critical
CMT-001026,2025-12-29,FY2025/2026,PR-707435,PO-977330,PRG-12,DIR-12,CC-012,RG-01,ACT-027,V-2520,FS-01,Consultancy,2136000,2136000,1235000,901000,2026-02-21,Partially Paid,153,Procurement Officer,High
CMT-001027,2025-09-06,FY2025/2026,PR-415833,PO-185073,PRG-13,DIR-13,CC-018,RG-05,ACT-030,V-2410,FS-01,Fuel and Lubricants,835000,0,0,835000,2025-12-09,Overdue,267,Cost Centre Manager,Critical
CMT-001028,2026-03-26,FY2025/2026,PR-571803,PO-354838,PRG-13,DIR-13,CC-021,RG-08,ACT-029,V-2420,FS-01,Printing and Stationery,1291000,836000,293000,998000,2026-07-17,Partially Paid,66,Project Manager,Medium
CMT-001029,2026-01-02,FY2025/2026,PR-143447,PO-366891,PRG-13,DIR-13,CC-013,RG-01,ACT-029,V-2210,FS-01,Security Services,2359000,2005000,537000,1822000,2026-06-18,Partially Paid,149,Cost Centre Manager,High
CMT-001030,2026-05-14,FY2025/2026,PR-243827,PO-115477,PRG-12,DIR-12,CC-024,RG-05,ACT-028,V-3130,FS-01,Construction,578000,578000,132000,446000,2026-08-27,Partially Paid,17,Cost Centre Manager,Low
CMT-001031,2025-12-19,FY2025/2026,PR-793032,PO-812897,PRG-04,DIR-04,CC-004,RG-01,ACT-010,V-2110,FS-01,Training,2678000,2204000,1211000,1467000,2026-04-03,Partially Paid,163,Cost Centre Manager,High
CMT-001032,2025-12-09,FY2025/2026,PR-520833,PO-431876,PRG-05,DIR-05,CC-005,RG-01,ACT-012,V-4110,FS-02,ICT Services,1948000,1018000,255000,1693000,2026-04-11,Partially Paid,173,Project Manager,High
CMT-001033,2026-02-04,FY2025/2026,PR-155668,PO-684944,PRG-12,DIR-12,CC-024,RG-05,ACT-027,V-2440,FS-01,Construction,1767000,910000,879000,888000,2026-03-16,Partially Paid,116,Procurement Officer,High
CMT-001034,2025-07-26,FY2025/2026,PR-919505,PO-386727,PRG-13,DIR-13,CC-020,RG-07,ACT-030,V-2450,FS-01,Consultancy,268000,0,0,268000,2025-09-21,Overdue,309,Cost Centre Manager,Critical
CMT-001035,2026-02-26,FY2025/2026,PR-777380,PO-921419,PRG-13,DIR-13,CC-020,RG-07,ACT-030,V-2530,FS-01,Maintenance,552000,484000,291000,261000,2026-05-14,Partially Paid,94,Cost Centre Manager,High
CMT-001036,2025-10-01,FY2025/2026,PR-934801,PO-166478,PRG-09,DIR-09,CC-009,RG-01,ACT-021,V-2340,FS-01,Construction,1521000,1521000,1259000,262000,2026-01-14,Partially Paid,242,Procurement Officer,Critical
CMT-001037,2025-08-16,FY2025/2026,PR-976785,PO-661473,PRG-13,DIR-13,CC-020,RG-07,ACT-030,V-4130,FS-01,ICT Services,1244000,1244000,13000,1231000,2026-01-13,Partially Paid,288,Cost Centre Manager,Critical
CMT-001038,2025-07-10,FY2025/2026,PR-227259,PO-137443,PRG-12,DIR-12,CC-012,RG-01,ACT-040,V-5120,FS-01,Security Services,920000,920000,909000,11000,2025-09-05,Partially Paid,325,Cost Centre Manager,Critical
CMT-001039,2026-01-29,FY2025/2026,PR-525042,PO-873233,PRG-12,DIR-12,CC-026,RG-04,ACT-040,V-4130,FS-01,Travel and Accommodation,2015000,1426000,1048000,967000,2026-07-17,Partially Paid,122,Procurement Officer,High
CMT-001040,2025-11-25,FY2025/2026,PR-598710,PO-755809,PRG-13,DIR-13,CC-015,RG-02,ACT-029,V-2211,FS-04,Consultancy,1976000,0,0,1976000,2026-02-27,Overdue,187,Project Manager,Critical
CMT-001041,2026-04-24,FY2025/2026,PR-510711,PO-401315,PRG-05,DIR-05,CC-005,RG-01,ACT-012,V-2210,FS-01,Utilities,1073000,427000,207000,866000,2026-08-11,Partially Paid,37,Procurement Officer,Low
CMT-001042,2025-10-19,FY2025/2026,PR-343134,PO-419255,PRG-06,DIR-06,CC-006,RG-01,ACT-015,V-2420,FS-02,ICT Services,147000,65000,63000,84000,2025-12-08,Partially Paid,224,Project Manager,Critical
CMT-001043,2026-04-03,FY2025/2026,PR-824782,PO-923598,PRG-11,DIR-11,CC-032,RG-01,ACT-025,V-2450,FS-03,Training,1497000,1028000,760000,737000,2026-07-22,Partially Paid,58,Project Manager,Medium
CMT-001044,2025-10-07,FY2025/2026,PR-469797,PO-950798,PRG-13,DIR-13,CC-018,RG-05,ACT-030,V-2540,FS-01,Maintenance,2864000,2349000,610000,2254000,2025-11-07,Partially Paid,236,Project Manager,Critical
CMT-001045,2025-10-11,FY2025/2026,PR-812616,PO-119016,PRG-13,DIR-13,CC-016,RG-03,ACT-029,V-3120,FS-03,Security Services,2271000,2271000,685000,1586000,2026-01-30,Partially Paid,232,Cost Centre Manager,Critical
CMT-001046,2026-02-11,FY2025/2026,PR-970633,PO-854572,PRG-12,DIR-12,CC-025,RG-04,ACT-027,V-2310,FS-01,Travel and Accommodation,2128000,0,0,2128000,2026-08-05,Overdue,109,Project Manager,High
CMT-001047,2025-08-22,FY2025/2026,PR-916068,PO-652920,PRG-12,DIR-12,CC-012,RG-01,ACT-028,V-3130,FS-03,Printing and Stationery,1186000,1004000,65000,1121000,2026-01-15,Partially Paid,282,Project Manager,Critical
CMT-001048,2026-01-02,FY2025/2026,PR-799948,PO-476304,PRG-05,DIR-05,CC-005,RG-01,ACT-036,V-2230,FS-04,Security Services,377000,0,0,377000,2026-06-19,Overdue,149,Cost Centre Manager,High
CMT-001049,2025-09-09,FY2025/2026,PR-481122,PO-907197,PRG-09,DIR-09,CC-009,RG-01,ACT-022,V-2340,FS-02,Utilities,2481000,1855000,1371000,1110000,2025-12-20,Partially Paid,264,Project Manager,Critical
CMT-001050,2026-04-16,FY2025/2026,PR-878034,PO-818192,PRG-12,DIR-12,CC-026,RG-04,ACT-027,V-2410,FS-01,Fuel and Lubricants,1646000,1646000,929000,717000,2026-06-29,Partially Paid,45,Cost Centre Manager,Low
CMT-001051,2026-01-13,FY2025/2026,PR-956760,PO-377448,PRG-10,DIR-10,CC-010,RG-01,ACT-024,V-2450,FS-01,Professional Services,1667000,1667000,1655000,12000,2026-03-09,Partially Paid,138,Procurement Officer,High
CMT-001052,2025-07-31,FY2025/2026,PR-118532,PO-138911,PRG-12,DIR-12,CC-023,RG-01,ACT-028,V-2410,FS-01,Maintenance,2399000,2399000,1170000,1229000,2025-09-16,Partially Paid,304,Cost Centre Manager,Critical
CMT-001053,2026-04-13,FY2025/2026,PR-194769,PO-422388,PRG-12,DIR-12,CC-028,RG-02,ACT-027,V-2450,FS-02,Utilities,2157000,1390000,879000,1278000,2026-09-07,Partially Paid,48,Procurement Officer,Medium
CMT-001054,2026-03-19,FY2025/2026,PR-873006,PO-987710,PRG-12,DIR-12,CC-012,RG-01,ACT-028,V-2460,FS-02,Printing and Stationery,391000,391000,172000,219000,2026-07-28,Partially Paid,73,Cost Centre Manager,Medium
CMT-001055,2025-11-05,FY2025/2026,PR-473311,PO-859865,PRG-13,DIR-13,CC-016,RG-03,ACT-030,V-3140,FS-03,Security Services,3273000,3273000,1157000,2116000,2026-04-11,Partially Paid,207,Procurement Officer,Critical
CMT-001056,2026-03-23,FY2025/2026,PR-993068,PO-739444,PRG-06,DIR-06,CC-006,RG-01,ACT-015,V-2330,FS-01,Utilities,1575000,1575000,890000,685000,2026-08-24,Partially Paid,69,Procurement Officer,Medium
CMT-001057,2025-11-28,FY2025/2026,PR-567915,PO-261219,PRG-13,DIR-13,CC-017,RG-04,ACT-029,V-2211,FS-01,Printing and Stationery,3019000,3019000,1887000,1132000,2026-05-13,Partially Paid,184,Procurement Officer,Critical
CMT-001058,2026-02-03,FY2025/2026,PR-692713,PO-973107,PRG-08,DIR-08,CC-008,RG-01,ACT-020,V-4130,FS-01,Consultancy,112000,60000,21000,91000,2026-04-24,Partially Paid,117,Cost Centre Manager,High
CMT-001059,2025-07-23,FY2025/2026,PR-207935,PO-744460,PRG-06,DIR-06,CC-006,RG-01,ACT-015,V-2530,FS-04,Printing and Stationery,1823000,752000,220000,1603000,2025-11-30,Partially Paid,312,Procurement Officer,Critical
CMT-001060,2026-03-27,FY2025/2026,PR-123942,PO-289701,PRG-12,DIR-12,CC-012,RG-01,ACT-040,V-5120,FS-02,Construction,3088000,3088000,1742000,1346000,2026-06-14,Partially Paid,65,Cost Centre Manager,Medium
CMT-001061,2025-12-26,FY2025/2026,PR-771276,PO-459945,PRG-13,DIR-13,CC-014,RG-01,ACT-030,V-3110,FS-02,ICT Services,810000,0,0,810000,2026-02-23,Overdue,156,Procurement Officer,High
CMT-001062,2025-08-06,FY2025/2026,PR-437315,PO-821870,PRG-10,DIR-10,CC-010,RG-01,ACT-024,V-2330,FS-03,Training,3461000,0,0,3461000,2025-10-31,Overdue,298,Procurement Officer,Critical
CMT-001063,2025-11-05,FY2025/2026,PR-821789,PO-333533,PRG-07,DIR-07,CC-007,RG-01,ACT-017,V-2430,FS-01,Consultancy,187000,131000,112000,75000,2026-02-06,Partially Paid,207,Procurement Officer,Critical
CMT-001064,2026-05-12,FY2025/2026,PR-582037,PO-184050,PRG-06,DIR-06,CC-006,RG-01,ACT-014,V-2380,FS-01,Construction,2906000,2608000,1964000,942000,2026-08-08,Partially Paid,19,Cost Centre Manager,Low
CMT-001065,2025-11-07,FY2025/2026,PR-176888,PO-382093,PRG-08,DIR-08,CC-008,RG-01,ACT-020,V-2540,FS-01,ICT Services,2977000,1657000,1585000,1392000,2026-02-16,Partially Paid,205,Cost Centre Manager,Critical
CMT-001066,2026-03-19,FY2025/2026,PR-838600,PO-604243,PRG-12,DIR-12,CC-012,RG-01,ACT-040,V-5120,FS-03,Fuel and Lubricants,2465000,1789000,1408000,1057000,2026-07-15,Partially Paid,73,Project Manager,Medium
CMT-001067,2026-04-28,FY2025/2026,PR-315975,PO-794220,PRG-01,DIR-01,CC-001,RG-01,ACT-002,V-2220,FS-01,Construction,515000,396000,275000,240000,2026-09-01,Partially Paid,33,Project Manager,Low
CMT-001068,2026-02-02,FY2025/2026,PR-371816,PO-355568,PRG-12,DIR-12,CC-025,RG-04,ACT-040,V-5130,FS-01,Construction,2028000,0,0,2028000,2026-06-24,Overdue,118,Project Manager,High
CMT-001069,2025-07-24,FY2025/2026,PR-639310,PO-815027,PRG-12,DIR-12,CC-024,RG-05,ACT-040,V-2330,FS-01,Travel and Accommodation,3271000,2600000,1189000,2082000,2025-12-22,Partially Paid,311,Project Manager,Critical
CMT-001070,2026-01-21,FY2025/2026,PR-643074,PO-586035,PRG-01,DIR-01,CC-001,RG-01,ACT-002,V-2540,FS-01,Equipment,728000,0,0,728000,2026-05-23,Overdue,130,Cost Centre Manager,High
CMT-001071,2025-10-28,FY2025/2026,PR-272627,PO-602921,PRG-06,DIR-06,CC-006,RG-01,ACT-014,V-2360,FS-01,Construction,1962000,0,0,1962000,2026-03-18,Overdue,215,Cost Centre Manager,Critical
CMT-001072,2026-02-10,FY2025/2026,PR-316470,PO-644607,PRG-06,DIR-06,CC-006,RG-01,ACT-015,V-2120,FS-01,Security Services,1276000,529000,412000,864000,2026-05-15,Partially Paid,110,Project Manager,High
CMT-001073,2025-09-14,FY2025/2026,PR-476368,PO-808867,PRG-06,DIR-06,CC-006,RG-01,ACT-015,V-2510,FS-01,Maintenance,3245000,0,0,3245000,2025-10-24,Overdue,259,Project Manager,Critical
CMT-001074,2025-09-28,FY2025/2026,PR-546970,PO-949496,PRG-12,DIR-12,CC-027,RG-03,ACT-028,V-5130,FS-04,Maintenance,2709000,1856000,931000,1778000,2025-11-14,Partially Paid,245,Cost Centre Manager,Critical
CMT-001075,2025-08-03,FY2025/2026,PR-624007,PO-530496,PRG-13,DIR-13,CC-019,RG-06,ACT-029,V-2211,FS-01,Fuel and Lubricants,1283000,0,0,1283000,2025-12-23,Overdue,301,Procurement Officer,Critical
CMT-001076,2026-01-01,FY2025/2026,PR-272945,PO-480827,PRG-13,DIR-13,CC-018,RG-05,ACT-030,V-2120,FS-01,Training,1007000,519000,55000,952000,2026-02-27,Partially Paid,150,Cost Centre Manager,High
CMT-001077,2026-02-27,FY2025/2026,PR-403568,PO-397684,PRG-01,DIR-01,CC-001,RG-01,ACT-001,V-2420,FS-01,Construction,3063000,0,0,3063000,2026-08-17,Overdue,93,Project Manager,High
CMT-001078,2025-10-13,FY2025/2026,PR-650908,PO-581130,PRG-10,DIR-10,CC-010,RG-01,ACT-024,V-2330,FS-02,Travel and Accommodation,1009000,1009000,207000,802000,2026-04-01,Partially Paid,230,Project Manager,Critical
CMT-001079,2025-07-17,FY2025/2026,PR-869230,PO-652088,PRG-09,DIR-09,CC-009,RG-01,ACT-022,V-2460,FS-02,Security Services,315000,236000,24000,291000,2025-11-12,Partially Paid,318,Project Manager,Critical
CMT-001080,2025-07-03,FY2025/2026,PR-932971,PO-380657,PRG-13,DIR-13,CC-014,RG-01,ACT-030,V-2240,FS-02,Professional Services,1546000,845000,393000,1153000,2025-12-07,Partially Paid,332,Project Manager,Critical
CMT-001081,2025-11-25,FY2025/2026,PR-838590,PO-900953,PRG-13,DIR-13,CC-017,RG-04,ACT-030,V-2390,FS-01,Consultancy,211000,211000,40000,171000,2026-05-07,Partially Paid,187,Cost Centre Manager,Critical
CMT-001082,2025-09-04,FY2025/2026,PR-351494,PO-438290,PRG-01,DIR-01,CC-001,RG-01,ACT-001,V-5110,FS-01,Travel and Accommodation,1900000,928000,314000,1586000,2025-12-05,Partially Paid,269,Procurement Officer,Critical
CMT-001083,2026-04-21,FY2025/2026,PR-621556,PO-649367,PRG-09,DIR-09,CC-009,RG-01,ACT-022,V-2211,FS-03,Equipment,2289000,0,0,0,2026-10-12,Cancelled,40,Procurement Officer,Low
CMT-001084,2026-01-21,FY2025/2026,PR-392008,PO-510889,PRG-13,DIR-13,CC-016,RG-03,ACT-029,V-4120,FS-02,Travel and Accommodation,2423000,2423000,280000,2143000,2026-03-05,Partially Paid,130,Project Manager,High
CMT-001085,2025-11-22,FY2025/2026,PR-911847,PO-137024,PRG-11,DIR-11,CC-030,RG-07,ACT-025,V-2330,FS-01,Fuel and Lubricants,1813000,750000,441000,1372000,2026-01-01,Partially Paid,190,Procurement Officer,Critical
CMT-001086,2026-03-07,FY2025/2026,PR-151136,PO-249981,PRG-11,DIR-11,CC-029,RG-02,ACT-026,V-5120,FS-01,Training,615000,615000,123000,492000,2026-06-02,Partially Paid,85,Cost Centre Manager,Medium
CMT-001087,2025-09-14,FY2025/2026,PR-902285,PO-465237,PRG-13,DIR-13,CC-018,RG-05,ACT-030,V-2110,FS-01,Consultancy,86000,40000,2000,84000,2025-12-16,Partially Paid,259,Project Manager,Critical
CMT-001088,2026-04-11,FY2025/2026,PR-884616,PO-363931,PRG-04,DIR-04,CC-004,RG-01,ACT-010,V-2530,FS-02,Fuel and Lubricants,2097000,0,0,2097000,2026-06-05,Open,50,Procurement Officer,Medium
CMT-001089,2026-04-07,FY2025/2026,PR-340379,PO-445026,PRG-11,DIR-11,CC-030,RG-07,ACT-026,V-2220,FS-04,Travel and Accommodation,3263000,3263000,68000,3195000,2026-05-19,Partially Paid,54,Cost Centre Manager,Medium
CMT-001090,2026-04-06,FY2025/2026,PR-894569,PO-548584,PRG-03,DIR-03,CC-003,RG-01,ACT-007,V-2220,FS-04,Training,814000,590000,359000,455000,2026-06-09,Partially Paid,55,Procurement Officer,Medium
CMT-001091,2025-11-26,FY2025/2026,PR-312744,PO-989803,PRG-10,DIR-10,CC-010,RG-01,ACT-024,V-4130,FS-04,Equipment,3495000,3495000,491000,3004000,2025-12-29,Partially Paid,186,Procurement Officer,Critical
CMT-001092,2026-02-24,FY2025/2026,PR-103439,PO-375734,PRG-10,DIR-10,CC-010,RG-01,ACT-023,V-2530,FS-02,Utilities,3094000,0,0,3094000,2026-06-02,Overdue,96,Procurement Officer,High
CMT-001093,2026-01-07,FY2025/2026,PR-106927,PO-737009,PRG-13,DIR-13,CC-018,RG-05,ACT-030,V-2211,FS-01,Training,1143000,905000,456000,687000,2026-02-18,Partially Paid,144,Cost Centre Manager,High
CMT-001094,2026-01-05,FY2025/2026,PR-420591,PO-432689,PRG-13,DIR-13,CC-020,RG-07,ACT-030,V-5130,FS-04,Training,3002000,0,0,3002000,2026-04-26,Overdue,146,Cost Centre Manager,High
CMT-001095,2025-08-03,FY2025/2026,PR-396544,PO-564961,PRG-12,DIR-12,CC-025,RG-04,ACT-028,V-2212,FS-02,Construction,3256000,1224000,130000,3126000,2026-01-04,Partially Paid,301,Cost Centre Manager,Critical
CMT-001096,2025-12-26,FY2025/2026,PR-668261,PO-416870,PRG-04,DIR-04,CC-004,RG-01,ACT-010,V-2220,FS-04,Consultancy,1380000,0,0,1380000,2026-01-27,Overdue,156,Project Manager,High
CMT-001097,2025-10-10,FY2025/2026,PR-403856,PO-795747,PRG-13,DIR-13,CC-013,RG-01,ACT-029,V-2440,FS-02,Consultancy,3056000,1278000,17000,3039000,2025-11-25,Partially Paid,233,Project Manager,Critical
CMT-001098,2025-11-08,FY2025/2026,PR-733284,PO-908382,PRG-13,DIR-13,CC-015,RG-02,ACT-029,V-2310,FS-02,Construction,2699000,2699000,1530000,1169000,2026-02-02,Partially Paid,204,Project Manager,Critical
CMT-001099,2025-12-28,FY2025/2026,PR-283504,PO-989266,PRG-12,DIR-12,CC-022,RG-02,ACT-040,V-4130,FS-02,Construction,648000,379000,24000,624000,2026-06-16,Partially Paid,154,Project Manager,High
CMT-001100,2025-11-28,FY2025/2026,PR-659266,PO-810465,PRG-08,DIR-08,CC-008,RG-01,ACT-019,V-5130,FS-02,Maintenance,205000,0,0,205000,2026-01-17,Overdue,184,Cost Centre Manager,Critical
CMT-001101,2025-10-09,FY2025/2026,PR-191279,PO-224172,PRG-11,DIR-11,CC-031,RG-01,ACT-025,V-3110,FS-01,Equipment,1735000,0,0,1735000,2025-11-15,Overdue,234,Cost Centre Manager,Critical
CMT-001102,2025-07-15,FY2025/2026,PR-604459,PO-687577,PRG-12,DIR-12,CC-026,RG-04,ACT-028,V-2360,FS-02,Security Services,572000,514000,405000,167000,2025-11-02,Partially Paid,320,Project Manager,Critical
CMT-001103,2026-01-26,FY2025/2026,PR-700670,PO-630907,PRG-12,DIR-12,CC-012,RG-01,ACT-027,V-2450,FS-01,Maintenance,733000,733000,612000,121000,2026-07-12,Partially Paid,125,Procurement Officer,High
CMT-001104,2025-08-23,FY2025/2026,PR-252167,PO-858624,PRG-12,DIR-12,CC-023,RG-01,ACT-027,V-2212,FS-01,Fuel and Lubricants,1600000,1277000,442000,1158000,2025-09-25,Partially Paid,281,Cost Centre Manager,Critical
CMT-001105,2026-05-09,FY2025/2026,PR-935534,PO-414696,PRG-13,DIR-13,CC-017,RG-04,ACT-029,V-2240,FS-01,Printing and Stationery,3232000,2777000,884000,2348000,2026-07-20,Partially Paid,22,Procurement Officer,Low
CMT-001106,2026-01-02,FY2025/2026,PR-365812,PO-839684,PRG-12,DIR-12,CC-028,RG-02,ACT-040,V-3140,FS-04,Equipment,3269000,2355000,38000,3231000,2026-03-25,Partially Paid,149,Procurement Officer,High
CMT-001107,2026-04-14,FY2025/2026,PR-730411,PO-776162,PRG-13,DIR-13,CC-017,RG-04,ACT-030,V-4110,FS-01,Fuel and Lubricants,1325000,798000,546000,779000,2026-06-14,Partially Paid,47,Project Manager,Medium
CMT-001108,2026-02-14,FY2025/2026,PR-836673,PO-152687,PRG-11,DIR-11,CC-030,RG-07,ACT-026,V-2212,FS-01,Travel and Accommodation,2958000,2411000,1194000,1764000,2026-06-25,Partially Paid,106,Procurement Officer,High
CMT-001109,2026-03-29,FY2025/2026,PR-600536,PO-157158,PRG-11,DIR-11,CC-029,RG-02,ACT-026,V-2410,FS-01,Maintenance,3257000,1189000,818000,2439000,2026-07-11,Partially Paid,63,Project Manager,Medium
CMT-001110,2025-10-17,FY2025/2026,PR-692740,PO-110004,PRG-12,DIR-12,CC-024,RG-05,ACT-027,V-2240,FS-02,Utilities,729000,729000,681000,48000,2026-02-17,Partially Paid,226,Project Manager,Critical
CMT-001111,2025-07-02,FY2025/2026,PR-961813,PO-678227,PRG-08,DIR-08,CC-008,RG-01,ACT-020,V-2240,FS-04,Utilities,225000,113000,53000,172000,2025-11-03,Partially Paid,333,Cost Centre Manager,Critical
CMT-001112,2025-07-09,FY2025/2026,PR-923921,PO-193012,PRG-13,DIR-13,CC-020,RG-07,ACT-029,V-5120,FS-01,Professional Services,2501000,2025000,1530000,971000,2025-10-18,Partially Paid,326,Procurement Officer,Critical
CMT-001113,2025-11-24,FY2025/2026,PR-437528,PO-430469,PRG-10,DIR-10,CC-010,RG-01,ACT-023,V-2211,FS-02,Consultancy,2981000,2472000,1514000,1467000,2026-02-25,Partially Paid,188,Procurement Officer,Critical
CMT-001114,2025-09-29,FY2025/2026,PR-362514,PO-186314,PRG-12,DIR-12,CC-025,RG-04,ACT-028,V-5120,FS-02,Travel and Accommodation,1718000,1718000,1176000,542000,2025-12-24,Partially Paid,244,Project Manager,Critical
CMT-001115,2025-08-01,FY2025/2026,PR-657698,PO-238753,PRG-13,DIR-13,CC-016,RG-03,ACT-029,V-2510,FS-01,Security Services,797000,580000,541000,256000,2025-10-17,Partially Paid,303,Cost Centre Manager,Critical
CMT-001116,2026-01-01,FY2025/2026,PR-333348,PO-173329,PRG-05,DIR-05,CC-005,RG-01,ACT-012,V-2340,FS-01,Maintenance,3328000,2494000,363000,2965000,2026-06-24,Partially Paid,150,Project Manager,High
CMT-001117,2025-07-20,FY2025/2026,PR-212720,PO-964597,PRG-08,DIR-08,CC-008,RG-01,ACT-020,V-2250,FS-04,Construction,112000,0,0,112000,2025-09-02,Overdue,315,Cost Centre Manager,Critical
CMT-001118,2026-02-26,FY2025/2026,PR-789106,PO-429432,PRG-11,DIR-11,CC-031,RG-01,ACT-025,V-2390,FS-01,Fuel and Lubricants,389000,142000,75000,314000,2026-06-01,Partially Paid,94,Project Manager,High
CMT-001119,2025-08-27,FY2025/2026,PR-644243,PO-167034,PRG-12,DIR-12,CC-024,RG-05,ACT-040,V-2230,FS-02,Fuel and Lubricants,2328000,1567000,713000,1615000,2025-12-26,Partially Paid,277,Procurement Officer,Critical
CMT-001120,2025-07-30,FY2025/2026,PR-563392,PO-628695,PRG-11,DIR-11,CC-029,RG-02,ACT-026,V-2450,FS-02,ICT Services,1038000,612000,281000,757000,2025-12-06,Partially Paid,305,Project Manager,Critical
CMT-001121,2026-02-12,FY2025/2026,PR-971558,PO-220689,PRG-12,DIR-12,CC-027,RG-03,ACT-040,V-2410,FS-01,Construction,797000,609000,91000,706000,2026-08-04,Partially Paid,108,Project Manager,High
CMT-001122,2026-04-25,FY2025/2026,PR-435902,PO-516424,PRG-12,DIR-12,CC-024,RG-05,ACT-028,V-2450,FS-01,Security Services,1794000,0,0,1794000,2026-10-03,Open,36,Procurement Officer,Low
CMT-001123,2025-07-01,FY2025/2026,PR-354893,PO-375335,PRG-10,DIR-10,CC-010,RG-01,ACT-024,V-2430,FS-03,Construction,1657000,1151000,917000,740000,2025-11-19,Partially Paid,334,Procurement Officer,Critical
CMT-001124,2026-02-21,FY2025/2026,PR-653632,PO-279745,PRG-13,DIR-13,CC-014,RG-01,ACT-029,V-2450,FS-02,Maintenance,2854000,2200000,258000,2596000,2026-07-06,Partially Paid,99,Cost Centre Manager,High
CMT-001125,2025-07-11,FY2025/2026,PR-967507,PO-828998,PRG-12,DIR-12,CC-028,RG-02,ACT-027,V-2250,FS-01,Professional Services,2363000,0,0,2363000,2025-09-15,Overdue,324,Cost Centre Manager,Critical
CMT-001126,2025-11-17,FY2025/2026,PR-959756,PO-253414,PRG-03,DIR-03,CC-003,RG-01,ACT-006,V-2510,FS-01,Equipment,3245000,0,0,3245000,2026-01-30,Overdue,195,Project Manager,Critical
CMT-001127,2025-08-23,FY2025/2026,PR-340143,PO-981211,PRG-10,DIR-10,CC-010,RG-01,ACT-023,V-2340,FS-02,Professional Services,2261000,2016000,626000,1635000,2025-12-22,Partially Paid,281,Cost Centre Manager,Critical
CMT-001128,2026-05-14,FY2025/2026,PR-696651,PO-160171,PRG-12,DIR-12,CC-025,RG-04,ACT-040,V-2212,FS-02,Fuel and Lubricants,2707000,0,0,2707000,2026-10-29,Open,17,Cost Centre Manager,Low
CMT-001129,2026-02-06,FY2025/2026,PR-108320,PO-119674,PRG-13,DIR-13,CC-013,RG-01,ACT-030,V-2211,FS-01,Professional Services,1166000,450000,203000,963000,2026-04-04,Partially Paid,114,Cost Centre Manager,High
CMT-001130,2026-01-26,FY2025/2026,PR-226577,PO-979888,PRG-11,DIR-11,CC-031,RG-01,ACT-025,V-2540,FS-01,Security Services,1505000,0,0,1505000,2026-06-11,Overdue,125,Cost Centre Manager,High
CMT-001131,2025-08-01,FY2025/2026,PR-514124,PO-987695,PRG-06,DIR-06,CC-006,RG-01,ACT-014,V-2120,FS-01,ICT Services,2649000,0,0,2649000,2025-09-18,Overdue,303,Project Manager,Critical
CMT-001132,2025-09-05,FY2025/2026,PR-817278,PO-211287,PRG-08,DIR-08,CC-008,RG-01,ACT-020,V-2212,FS-01,Maintenance,1128000,1128000,66000,1062000,2025-10-21,Partially Paid,268,Procurement Officer,Critical
CMT-001133,2025-08-04,FY2025/2026,PR-194820,PO-690236,PRG-06,DIR-06,CC-006,RG-01,ACT-016,V-2220,FS-02,Printing and Stationery,3170000,0,0,3170000,2025-11-15,Overdue,300,Cost Centre Manager,Critical
CMT-001134,2026-03-11,FY2025/2026,PR-113591,PO-305205,PRG-11,DIR-11,CC-011,RG-01,ACT-025,V-2410,FS-01,Professional Services,1429000,1429000,1012000,417000,2026-08-08,Partially Paid,81,Project Manager,Medium
